content,score,sentiment
"lebih enak daripada app toko sebelah, checkout terasa lebih singkat, jadi lebih sering kepakai. #FYP cc moderator Di halaman refund, varian warna tidak tertukar. Setelah dicoba 1.1 GB cache, kerasa dipikirin flow-nya.",4,positive
"di Cibubur, di hp lama masih aku tes, harga promo kadang berubah, tapi checkout tetap aman, keranjang belanja responsif. cukup membantu bwt pemula! versi v30.4.0",5,positive
"lebih enak daripada app toko sebelah, fitur live seller membantu, rasanya lebih matang dari versi sbelumnya? Cocok juga buat handle bundling stand laptop. #fypnyambung",5,positive
"pas mobile data dipakai, duet dan stitch jalan mulus, feelnya stable. ini feedback jujur dari user biasa. (realme 8, iOS 16) Di for you page, angka klik produk muncul jelas.",5,positive
"feedback kecil: waktu live malam kemarin. Awalnya aku ragu buat upload konten kampus, tapi mode dark-nya nyaman. cukup reliable untuk kerja ringan. #sellerkecil rada sus",5,positive
"upload lancar (Samsung A32, iOS 17) cc moderator Cocok juga buat handle warna pastel sabun muka. Di riwayat transaksi, jadwal posting tidak lompat tanggal. #reviewbaik",4,positive
upload lancar #update. cc seller Cocok juga buat handle paket hemat lampu belajar.,5,positive
"sebagai pengguna hp mid-range, di akun kedua aku coba juga, pesanan gagal kebaca, feelnya unusable pas penting. aku harap versi berikutnya lebih stabil. Di filter spam, alamat pembeli kepotong di kecamatan.",2,negative
"pas checkout barang murah, voucher akhirnya kebaca, rasanya lebih matang dari versi sebelumnya masih bisa ditingkatkan!! #livestream ngl Di editor video, iklan toko lebih mudah dipause. #fypnyambung",3,positive
"setelah reinstall aplikasi, tampilannya oke, saynagnya bug-nya sering muncul. fitur duet delay parah, pengalaman pakainya turun jauh!! #creator via wifi kos Masalahnya kerasa pas handle new arrival case hp. Device: realme C67, jaringan wifi kos.",1,negative
"kalau buat scroll santai, perlu adaptasi sedikit, tapi setelah paham cukup enak, fitur live seller membantu. ini salah satu update yang benar? #fyp Di menu notifikasi, laporan retur bisa diunduh. Device: Samsung A12, jaringan Smartfren.",4,positive
"observasi pribadi: pas mobile data dipakai. Aku cuma mau bikin konten musik, tapi tombol checkout suka freeze. buat jualan malah bikin panik. Device: iPhone 14, jaringan Indihome. #uploadgagal",3,negative
"pengalaman singkat: pas mobile data dipakai. Awalnya aku ragu buat promosi makanan rumahan, tapi caption otomatis lumayan rapi. cukup reliable untuk kerja ringan... (Tecno Spark, iOS 17) Di fitur search, varian warna tidak tertukar. Setelah dicoba 1 jam, nggak perlu buka browser tambahan. Device: iPhone 15, jaringan 5G. #fiturkepakai lumayan lah",4,positive
"review santai: gue coba selama seminggu. Awalnya aku ragu buat buat konten affiliate, tapi pencarian barang makin relevan. buat seller kecil ini ngebantu. Cocok juga buat handle quick order stiker label. Di halaman voucher, varian warna tidak tertukar. Setelah dicoba 20 menit, cukup aman buat dipakai pas campaign kecil. Device: Samsung A24, jaringan Biznet.",5,positive
"pas lagi nunggu bus aku buka, fiturnya belum sempurna, tapi arahnya jelas, voucher akhirnya kebaca. nggak bikin mikir lama!! #update Di menu notifikasi, laporan retur bisa diunduh.",4,positive
"pengalaman singkat: kl dipakai pas jam ramai. Aku cuma mau promosi thrift shop, tapi tracking paket sering telat. terlalu riskan buat order penting. #seller (vivo V25, Android 11) via wifi kos Di tab Shop, kupon toko gagal terpasang. Device: Samsung S21 FE, jaringan Tri.",2,negative
"di Pontianak Kota, aku install lagi kemarin, komentar gagal terkirim, lama-lama bikin malas buka aplikasinya aku harap versi berikutnya lebih stabil! versi v31.7.7 Device: Redmi Note 12 Pro, jaringan 5G. agak zonk",2,negative
"pas sinyal agak jelek aku tetap coba, iklan masih ada, tapi nggak terlalu agresif, tombol promosinya gampang ditemukan. pengalaman pakainya lebih santai? #creator Di halaman alamat, jadwal posting tidak lompat tanggal.",5,positive
"observasi pribadi: pas sinyal agak jelek aku tetap coba. Aku cuma mau bikin konten musik, tapi support balasnya template semua. ini bug kecil tapi efeknya besar. Di halaman laporan, alamat pembeli kepotong di kecamatan. Setelah dicoba 28 order, kesannya testing di device bagus doang.",2,negative
"buat buat konten affiliate, tab inbox lama kebuka. produk stiker label jadi susah diproses, support-nya kurang menolong? (iPhone 11, Android 10) di Surabaya",2,negative
"di Padang Barat, wah stabil sekali, lima menit langsung crash, algoritma rekomendasi terasa random. terlalu riskan bwt order penting!! (realme C55, Android 13) Masalahnya kerasa pas handle stok akhir kipas portable. Setelah dicoba jam 6 pagi, bug-nya muncul pas lagi ada pembeli. Device: realme C55, jaringan Tri.",1,negative
"sebagai pembeli barang murah, laporan user: kalau dipakai pas jam ramai. Awalnya aku ragu buat jualan aksesoris hp, tapi mode dark-nya nyaman. buat seller kecil ini ngebantu.",5,positive
"feedback kecil: di hp lama masih aku tes. Awalnya aku ragu buat cari rekomendasi skincare, tapi login nggak ribet. aku bisa rekomendasiin ke temen? di Manado Cocok juga buat handle hitam doff strap masker. Di halaman voucher, komentar prioritas naik sendiri.",4,positive
"observasi pribadi: waktu nyari resep singkat. Awalnya aku ragu buat lihat resep masakan, tapi keranjang belanja responsif. aku lumayan puas!! cc cs Cocok juga buat handle transparan ring light.",4,positive
"setelah reinstall aplikasi,analytics kreator cukup jelas, cukup reliable untuk kerja ringan mungkin beda di hp lain!... Device: realme C55, jaringan Telkomsel. #orderaman",4,positive
"sebagai pemilik akun toko keluarga, waktu live malam kemarin, halaman pesanannya lebih rapi, jadi lebih sering kepakai untuk kebutuhan kecil cukup. versi v29.7.1 Device: realme C67, jaringan hotspot teman.",5,positive
"sebagai orang yang cuma scroll malam, gue coba selama seminggu, checkout terasa lebih singkat, overall cukup worth it di perangkatku hasilnya gitu! #seller di Yogyakarta Cocok juga buat handle lokal botol minum. Di menu notifikasi, alamat pembeli kebaca sampai RT. Device: Infinix Zero 5G, jaringan XL.",3,positive
"di mode hemat baterai, rekomendasi kreator lokal makin bagus, feelnya nice improvement. ini lumayan kerasa. Cocok juga buat handle custom rice cooker mini. Setelah dicoba 600 MB cache, flow-nya nyambung dari awal sampai akhir. #fypnyambung",5,positive
"sebagai seller mainan anak, pas lagi nunggu bus aku buka, harga promo kadang berubah, tapi checkout tetap aman, filter komntar gampang diatur. cukup reliable untuk kerja ringan... versi v32.1.5 Cocok juga buat handle flash-sale hoodie fleece. Setelah dicoba 120 klik, nggak bikin deg-degan pas dipakai.",5,positive
"sebagai kreator edukasi kecil, di Kebayoran, adik gue sering buka app ini, halaman pesanannya lebih rapi, fiturnya sederhana tapi kepakai buat sekarang aku lanjut pakai... di Tangerang Cocok juga buat handle basic baju bayi. Setelah dicoba 600 MB cache, aku nggak perlu tanya-tanya lagi. #livejualan",4,positive
"di Pamulang, review santai: waktu nyari resep singkat. Aku cuma mau lihat resep masakan, tapi aplikasi sering force close. tolong dibenerin dulu sebelum nambah fitur! Di tab produk, kode referral invalid mendadak. Setelah dicoba 4 kali, fitur pentingnya kalah sama animasi.",2,negative
"sebagai admin live shopping, Dibanding versi sebelumnya ini lebih stabil, pencarian barang makin relevan, fituurnya sederhana tapi kepakai!! #livestream Cocok juga buat handle new arrival rice cooker mini.",4,positive
"sebagai reseller case hp, di Pekanbaru Kota, Login ribet di Makassar via Smartfren Masalahnya kerasa pas handle anti ribet stiker label. Device: Redmi 12C, jaringan Indihome. #draftilang nyangkut mulu",2,negative
"buat lihat resep masakan, rekomendasi feed lebih nyambung. serum wajah lebih gampang dikelola, overall cukup worth it! di Depok Cocok juga buat handle favorit customer tablet bekas. rada sus",4,positive
"di Kalideres, waktu live malam kemarin, checkout gampang kalau berhasil, masalahnya sering nggak berhasil. live sering patah-patah, support-nya kurang menolong.",1,negative
"aku bandingin sama minggu lalu, voucher tiba-tiba hilang, pengalaman pakainya turun jauh sayang banget padahal potensinya ada. Di kolom komentar, arsip chat susah dicari. Device: Advan lokal, jaringan Tri.",1,negative
"buat promosi makanan rumahan, checkout muter terus. produk kabel charger jadi susah diproses, ini bug kecil tapi efeknya besar. (Samsung A32, Android 11) Masalahnya kerasa pas handle mini alat tulis. Setelah dicoba jam 6 pagi, seller kecil jadi ikut nanggung risiko. #crashlagi",2,negative
"sebagai admin toko kecil, aku install lagi kemarin, komentar gagal terkirim, aku jadi ragu pakai lagi di hpku kejadian terus... via wifi rumah Masalahnya kerasa pas handle paket trial baju bayi. Setelah dicoba 4 kali, errornya tidak menjelaskan apa-apa. nggak ngide",1,negative
"sebagai ibu rumah tangga yang sering checkout, aku bandingin sama minggu lalu, pesanan gagal kebaca, balasan customer masuk dobel, lama-lama bikin malas buka aplikasinya. (iPhone 13, Android 13) Masalahnya kersa pas handle paket trial ssd eksternal. bikin males",3,negative
"kesan pertama: pas sinyal agak jelek aku tetap coba. Awalnya aku ragu buat jualan aksesoris hp, tapi keranjang belanja responsif. jadi lebih sering kepakai. Cocok juga buat handle bundling botol minum. Setelah dicoba tanggal kembr, rasanya lebih dekat ke kebutuhan seller kecil. Device: Samsung A12, jaringan Biznet. #checkoutcepat",3,positive
"sebagai admin toko parfum, versi lama justru lebih nyaman, stitch sering nggak sinkron, ini bug kecil tapi efeknya besar? Masalahnya kerasa pas handle limited parfum roll-on. Setelah dicoba 27 persen baterai, kesannya testing di device bagus doang.",2,negative
"laporan user: adik gue sering buka app ini. Aku cuma mau mencatat ide konten, tapi feed isinya nggak relevan. kelihatan belum dites serius? #creator (vivo Y21, Android 13) Di riwayat transaksi, thumbnail berubah jadi abu-abu.",2,negative
"di hp lama masih aku tes, saldo promosi nggak keupdate, kelihatan belum dites serius tolong jangan diabaikan!! Masalahnya kerasa pas handle anti ribet humidifier kecil. Di komentar live, kode referral invalid mendadak. Setelah dicoba 15 order, bug-nya muncul pas lagi ada pembeli.",2,negative
"di Cilandak, Temen kantor nyaranin ini, hasil search hashtag lebih tepat, feelnya nice improvement. aku kasih nilai segini dulu. Di creator tools, alamat pembeli kebaca sampai RT. cape",4,positive
"sebagai admin toko parfum, buat cek harga barang, tombol checkout suka freeze. produk buku catatan jadi susah diproses, belum layak disebut stabil. Masalahnya kerasa pas handle mini tripod meja. #sellerpanik",2,negative
"sebagai affiliate pemula, waktu live malam kemarin, akun mendadak kena limit, problemnya muncul terus meski sudah update mungkin user lain juga kena. (Redmi Note 11, iOS 16) versi v32.6.1 Di riwayat transaksi, komentar penting tenggelam. Device: Redmi 9A, jaringan Indihome.",3,negative
"setelah reinstall aplikasi, stitch sering nggak sinkron, cukup ganggu buat pemakaian harian di hpku kejadian terus! #promo lah Di menu notifikasi, audio mundur setelah export. Setelah dicoba 5 menit, errornya tidak menjelaskan apa-apa.",1,negative
"di Tembung, hebat, voucher muncul cuma buat pajangan, iklan kebanyakan muncul. tolong dibenerin dulu sebelum nambah fitur!! (realme 8, iOS 17) Masalahnya kerasa pas handle daily tablet bekas. Setelah dicoba 42 order, flow-nya putus di bagian paling penting.",1,negative
"sebagai orang yang sering pakai voucher, pengalaman singkat: waktu nyari resep singkat. Awalnya aku ragu buat cari rekomendasi skincare, tapi duet dan stitch jalan mulus. hasilnya konsisten di hpku. versi v34.4.1 Setelah dicoba 3 voucher, lebih sedikit klik daripada sebelumnya. Device: Redmi Note 10, jarringan Tri. not bad",5,positive
"buat cari review barang, login minta verifikasi berulang, feelnya too heavy. tolong jangan diabaikan? #promo Di halaman voucher, preview ongkir beda saat bayar. Setelah dicoba 18 persen baterai, terlalu banyak tap buat hal sederhana. Device: OPPO Reno 6, jaringan 4G. #voucherzonk",1,negative
"di Jagakarsa, buat lihat live seller lokal, tombol checkout suka freeze, catatan pembeli tidak kebawa, support-nya kurang menolong? di Surabaya Device: Poco X3, jaringan Indosat. #buglama nggak ngide",1,negative
"sebagai pembuat konten kampus, waktu live malam kemarin, promonya menarik, tapi pas dipakai malah gagal. support balasnya template semua, buat jualan malah bikin panik. #livestream",2,negative
"sebagai pengguna hp mid-range, di Pontianak Kota, Setelah cache dibersihin, tampilannya oke, sayangnya bug-nya sering muncul. search barang suka nyasar, tolong dibenerin dulu sebelum nambah fitur. versi v29.7.2 Setelah dicoba 1 jam, flow-nya putus di bagian paling penting.",1,negative
"di Jagakarsa,aku bandingin sama minggu lalu, iklan kebanyakan muncul, feelnya broken flow. capek report berkali-kali! Masalahnya kerasa pas handle hitam doff sepatu sekolah.",2,negative
"sebagai pembuat konten kampus, temen kantor nyaranin ini, rekomendasi feed lebih nyambung, pengalaman belanjja jadi lebih enak ini lumayan kerasa. #tiktokshop Cocok juga buat handle favorit customer poster kamar. Setelah dicoba 12 menit, cukup manusiawi buat pengguna awam.",5,positive
"di Purwokerto, setelah reinstall aplikasi, ada typo di capttion auto, tapi gampang diedit manual, caption otomatis lumayan rapi. cukup aman buat dipakai rutin!! Setelah dicoba 30 menit, akhirnya terasa seperti fitur yang selesai.",5,positive
"buat lihat live seller lokal, kontennya banyak, tapi rekomendasinya makin jauh. moderasi komentar aneh, tolong dibenerin dulu sebelum nambah fitur.",1,negative
"sebagai kreator edukasi kecil, buat mencatat ide konten, tracking paket sering telat. produk rice cooker mini jadi susah diproses, lebih banyak ganggu daripada bantu! #update Di inbox pembeli, insight penonton telat sehari.",1,negative
"setelah update terakhir aku cek lagi, login nggak ribet, feelnya helpful. di perangkatku hasilnya begitu. #seller (Redmi 12C, Android 11) via Indosat Cocok juga buat handle warna pastel kaos polos. Di kolom komentar, filter ukuran produk lebih enak. Setelah dicoba jam 6 pagi, aku nggak perlu tanya-tanya lagi.",5,positive
"sebagai ibu rumah tangga yang sering checkout, di Antpani, versi lama justru lebih nyaman, cache numpuk cepat banget, terlalu riskan buat order penting. Masalahnya kerasa pas handle quick order rice cooker mini.",1,negative
"Buat cari rekomendasi skincare, moderasi komentar aneh. produk skincare travel size jadi susah diproses, problemnya muncul terus meski udah update. (Samsung A52, Android 11) Di halaman alamat, komentar penting tenggelam. Setelah dicoba 1.2k view, bug-nya muncul pas lagi ada pembeli.",3,negative
"di Kuta, kalau dipakai pas jam ramai, export video nggak pecah, rasanya lebih matang dari versi sebelumnya buat versi sekarang sudah oke!! #reviewjujur Cocok juga buat handle lokal tripod meja.",5,positive
